age,city,city_home,district,educ,encouraged,family_in_city,female,income,kms_to_home,length_residence,married,minority,more_at_home_village,num_calls_to_prior_residence,owns_home,owns_village_property,participates,plan_to_live,pol_active_village,political_efficacy,political_interest,recommend_live,reghelp,trust_city_gov,trust_nat_gov
19,Blueville,4,43,0,0,3,1,1500,183.8549072,1,1,0,4,7,0,1,2.454314147,50,0,3,2,1,1,4,3
28,Blueville,4,24,1,1,3,0,1000,186.5903607,11,1,0,3,4,0,0,2.456165058,60,0,3,1,1,1,1,3
31,Blueville,3,30,1,1,3,0,600,27.6818907,5,1,0,4,25,0,1,2.460836304,100,0,1,2,1,1,2,4
28,Blueville,4,64,1,0,3,0,1300,74.55645795,20,1,0,3,7,1,0,2.468837062,60,0,2,2,1,1,3,4
49,Greenville,4,32,0,0,0,1,800,18.75097279,2,1,0,2,7,1,0,2.470537805,5,1,2,2,0,0,2,3
22,Greenville,4,44,1,0,3,1,600,15.20635141,3,1,0,3,4,0,0,2.473687512,40,0,2,1,1,0,2,3
35,Blueville,3,54,1,1,3,0,1600,196.6438886,21,1,0,4,12,0,0,2.473826139,60,1,4,2,1,0,1,4
19,Blueville,4,10,1,0,0,0,1000,196.7948145,22,0,0,3,21,0,0,2.483938647,100,0,2,2,1,1,1,4
25,Blueville,4,45,1,1,3,0,1000,36.98895774,8,1,0,3,1,1,0,2.491622056,25,1,1,3,0,1,3,4
26,Blueville,4,18,0,1,0,1,1200,43.87838073,39,0,0,1,0,1,0,2.49181715,60,0,4,1,1,1,2,3
25,Blueville,4,19,1,1,0,0,1900,209.8301202,19,1,1,4,15,0,1,2.508476893,20,1,4,2,1,0,1,3
23,Blueville,4,50,0,0,3,1,1500,110.9202585,3,1,1,4,2,0,1,2.513817343,50,0,2,1,1,0,2,2
22,Blueville,4,31,1,0,3,1,NA,92.70541379,4,1,0,4,3,1,1,2.514051976,10,0,4,1,1,1,1,1
24,Blueville,4,55,0,0,0,0,1000,26.50388504,23,0,0,2,21,1,0,2.531792311,100,0,2,1,1,1,4,3
26,Blueville,4,10,1,0,3,1,800,38.66919753,22,1,0,3,21,1,0,2.538294793,60,0,2,2,1,0,2,2
35,Greenville,3,28,0,1,3,0,500,89.78973176,30,1,1,3,2,1,0,2.539926446,45,0,2,1,1,0,2,2
33,Blueville,4,50,0,0,3,1,1000,117.9842843,18,1,0,3,2,0,1,2.545212781,30,1,2,1,1,1,3,4
24,Blueville,4,34,1,1,0,0,NA,86.13340006,12,0,0,4,2,1,1,2.547410752,100,0,1,1,1,1,1,1
34,Blueville,4,55,1,0,3,1,1200,170.9178399,5,1,0,4,14,1,0,2.561730686,100,1,4,1,1,1,2,3
33,Greenville,4,26,1,0,3,1,1000,5.380818419,18,1,0,3,1,1,0,2.562195921,40,1,2,1,1,1,2,2
38,Greenville,4,78,1,1,3,0,1200,14.10174541,4,1,0,2,0,1,0,2.562306263,50,0,3,1,1,1,3,2
30,Greenville,4,53,1,0,3,0,400,15.45968047,20,1,0,1,4,0,0,2.564959206,50,1,2,2,1,1,2,2
26,Blueville,4,20,0,0,0,1,600,73.23591372,25,1,0,3,21,1,0,2.577080196,60,0,2,2,0,0,2,4
29,Greenville,3,26,1,0,3,1,500,15.95540776,7,1,0,3,4,1,0,2.582925566,70,0,2,2,1,1,2,2
32,Greenville,4,21,0,1,3,0,NA,57.38473299,15,1,0,3,7,0,0,2.594278502,40,1,2,1,1,0,1,1
21,Blueville,4,55,1,0,3,1,2500,126.1929264,21,1,0,3,1,1,1,2.597292656,100,0,2,2,1,1,3,4
40,Blueville,4,45,1,1,0,0,2000,58.52167954,68,0,0,1,1,1,0,2.597744419,55,0,1,2,0,0,4,3
22,Blueville,4,50,1,0,0,0,900,173.4792601,7,0,0,3,7,0,0,2.600575058,12,0,2,1,1,0,2,2
19,Blueville,4,72,1,1,0,1,1200,264.8894533,10,0,0,3,21,1,1,2.609001874,100,0,2,2,1,1,2,4
22,Greenville,1,65,1,0,0,1,500,20.81223367,16,0,1,3,1,0,0,2.61783536,15,0,3,2,1,0,3,2
68,Greenville,4,58,0,1,3,0,750,4.692027653,46,1,1,3,1,1,0,2.622966343,60,0,2,2,1,1,3,3
19,Blueville,4,34,1,1,3,0,NA,86.14166719,16,1,0,4,2,0,1,2.625202684,80,0,1,1,1,1,1,1
22,Blueville,4,51,1,1,3,1,1500,144.5591966,2,1,0,4,14,1,1,2.626223081,70,0,2,1,1,0,3,4
58,Greenville,4,85,0,1,3,1,NA,35.57974908,30,1,0,1,0,1,0,2.628470195,100,0,3,1,1,0,1,1
35,Greenville,3,32,1,0,3,0,600,115.3051704,15,1,0,2,0,1,0,2.629082149,40,0,4,1,0,1,2,2
21,Greenville,4,1,0,0,3,1,500,15.27604696,2,1,1,3,7,0,0,2.634792734,40,1,2,1,0,1,2,2
52,Greenville,4,79,0,0,3,0,800,16.00190952,16,1,0,3,1,1,0,2.647482019,100,1,2,1,1,1,4,4
37,Greenville,4,44,1,0,3,1,600,45.62978377,38,1,0,2,2,0,0,2.650757833,40,0,3,3,1,0,3,3
34,Greenville,3,32,1,0,3,0,800,10.1219965,13,1,0,4,10,1,0,2.655626817,40,1,3,1,1,1,1,3
30,Blueville,3,23,0,1,3,1,900,100.6638209,21,1,0,3,3,1,0,2.662183788,10,0,1,1,1,0,3,2
19,Blueville,4,83,1,1,0,1,1200,197.1600535,43,0,1,4,21,1,0,2.668919518,2,0,2,3,1,1,1,3
20,Blueville,4,72,1,1,0,0,1600,169.3505386,33,0,0,3,21,1,0,2.671049741,60,0,3,2,1,0,2,2
39,Blueville,4,10,1,0,3,0,1200,84.83320205,15,1,0,3,21,1,0,2.681382642,15,1,3,2,1,1,1,2
28,Blueville,3,56,0,1,3,0,NA,170.1017683,21,1,1,1,1,0,0,2.681499825,50,0,1,2,0,1,3,1
38,Blueville,4,7,0,0,3,0,800,164.269132,19,1,0,3,7,0,1,2.685655368,20,1,2,3,1,0,2,4
33,Blueville,4,51,1,1,3,1,3500,107.0654821,14,1,0,4,21,1,0,2.6968317,50,0,1,1,1,1,2,4
27,Blueville,3,40,1,1,3,1,1200,187.1028653,2,1,0,3,10,1,0,2.706018897,15,0,1,1,0,1,2,2
33,Blueville,4,17,1,1,3,1,1000,4.803731424,28,1,0,4,14,0,0,2.708537233,40,0,2,1,0,1,3,3
28,Blueville,3,45,1,1,3,1,900,83.92798467,15,1,1,3,2,1,1,2.714165301,40,1,2,1,1,1,2,3
21,Blueville,4,30,1,1,3,1,NA,95.56435503,4,1,0,4,1,1,0,2.716371953,100,0,2,2,1,1,1,1
25,Greenville,4,59,1,1,3,0,NA,16.01466039,13,1,0,4,2,0,0,2.743556596,20,1,3,1,0,1,1,1
33,Greenville,4,85,0,1,3,0,700,4.912775087,7,1,0,2,2,0,0,2.747946563,50,1,3,2,1,0,2,3
43,Blueville,4,61,0,1,3,1,900,89.56376041,19,1,1,1,5,0,0,2.755069576,100,0,4,1,1,1,1,3
37,Greenville,4,73,1,0,3,1,1000,58.47708031,14,1,0,3,4,0,1,2.767646343,60,1,2,1,1,0,2,3
22,Blueville,4,37,1,0,1,1,700,95.49456833,17,1,0,4,12,1,0,2.770529534,50,0,4,1,1,0,2,4
35,Blueville,4,51,0,1,3,1,1000,117.8980293,19,1,0,4,7,1,1,2.774760903,50,0,4,1,1,1,2,4
48,Blueville,4,55,0,0,3,0,1000,131.2415383,23,1,0,3,5,0,0,2.782118819,40,0,1,1,1,1,2,3
26,Blueville,4,50,1,0,3,1,1500,117.9840881,9,1,0,4,21,1,0,2.790476922,60,0,2,1,1,0,2,3
30,Greenville,4,85,1,1,3,1,500,20.70974215,11,1,0,3,7,1,0,2.801249276,100,0,2,1,1,1,2,3
21,Blueville,4,51,1,1,0,1,1000,132.6651237,21,0,0,3,0,1,1,2.803653416,30,0,4,1,1,1,2,4
48,Blueville,4,19,0,1,3,1,1500,35.86698713,25,1,0,3,8,1,1,2.809679788,20,0,1,1,0,1,2,2
34,Blueville,4,56,0,1,3,1,1500,162.2823762,17,1,1,4,14,0,0,2.817220479,100,1,4,2,1,1,3,4
19,Greenville,4,85,1,1,0,0,1200,20.39504934,17,0,0,4,0,1,0,2.822024448,50,0,2,2,1,1,3,4
20,Blueville,4,16,1,1,0,0,1500,44.02879242,20,0,0,3,3,1,0,2.826170816,100,0,4,1,1,1,1,3
33,Blueville,4,45,0,1,3,1,1000,27.55783487,7,1,0,4,0,1,1,2.831722585,100,0,4,1,1,1,2,4
27,Greenville,4,26,1,0,3,1,400,16.03824162,18,1,0,3,3,1,0,2.832766723,50,1,2,2,1,1,2,2
22,Blueville,3,72,1,1,0,0,800,46.63492325,20,0,0,1,4,1,0,2.837194015,20,0,1,3,0,1,3,4
26,Greenville,4,26,0,0,3,1,1200,80.1941969,9,1,1,1,2,1,0,2.847711895,1,0,2,1,1,0,2,3
19,Blueville,4,36,1,0,3,1,900,153.8106448,15,1,1,4,2,0,0,2.851698631,80,1,1,1,1,0,1,4
20,Blueville,4,16,1,1,0,1,900,44.02065961,21,0,0,1,14,1,0,2.855240032,10,0,4,1,1,0,2,2
35,Blueville,4,10,0,0,3,1,1000,84.84448222,12,1,0,4,21,0,0,2.856168605,40,0,2,1,1,0,2,3
26,Greenville,4,74,0,1,3,1,400,19.74411073,11,1,0,3,1,0,0,2.856758279,100,1,2,2,0,0,1,3
31,Blueville,4,14,0,0,0,1,1200,98.08907294,21,0,0,3,3,1,0,2.869447361,40,0,2,1,0,1,3,3
35,Greenville,3,46,1,0,3,0,600,17.03600653,10,1,0,3,7,0,0,2.87084072,50,1,2,1,1,1,2,4
19,Blueville,4,20,1,0,0,0,1000,181.5828623,23,0,0,2,30,1,0,2.872456718,80,0,2,2,0,0,1,4
23,Greenville,4,32,1,0,1,0,700,18.7261793,20,1,0,2,0,1,0,2.87324913,80,0,4,1,1,1,1,2
35,Blueville,4,45,1,1,3,1,1000,172.5718429,20,1,1,3,4,0,1,2.873277159,10,0,2,2,1,1,1,2
41,Blueville,4,56,0,1,3,0,900,170.091946,10,1,1,3,2,0,1,2.87482868,60,0,2,1,1,1,3,2
31,Blueville,4,10,0,0,3,1,1000,129.4892651,13,1,0,4,14,0,0,2.876659153,10,1,3,1,1,1,1,3
35,Greenville,4,59,0,1,3,0,NA,16.02668064,16,1,0,4,1,0,0,2.882758649,40,0,1,1,1,0,1,1
28,Blueville,4,51,0,1,3,1,1000,107.0266109,4,1,1,3,4,1,0,2.882798066,30,0,1,1,1,0,3,2
21,Blueville,4,20,1,0,0,0,1200,127.3391472,9,1,1,4,7,0,1,2.884314684,100,0,1,1,0,1,4,3
28,Blueville,4,84,1,0,0,0,1500,77.56278156,12,1,0,3,15,0,0,2.891625036,70,0,1,1,1,1,2,2
20,Blueville,4,23,1,1,0,0,700,107.1227874,20,0,1,3,7,1,1,2.891656645,50,0,2,2,1,1,2,4
22,Blueville,4,16,1,1,0,0,2000,116.503798,28,0,0,3,21,1,0,2.896276166,80,0,3,1,1,0,2,3
22,Greenville,4,78,1,1,3,1,800,31.97845978,5,1,0,4,8,1,0,2.896570137,70,0,2,2,1,0,3,3
52,Blueville,4,23,0,1,0,0,700,125.809882,21,1,0,4,14,0,1,2.901320327,8,1,3,1,0,1,3,3
29,Blueville,4,24,0,1,3,1,800,132.621987,2,1,0,4,7,1,0,2.909421841,3,0,1,1,1,0,2,2
32,Greenville,4,25,0,1,3,0,600,20.44966775,20,1,0,3,7,0,0,2.912708611,80,1,3,2,0,1,2,4
26,Blueville,4,50,0,0,3,1,1000,178.1256279,20,1,0,4,7,1,0,2.915894504,60,0,4,1,1,1,2,4
38,Blueville,3,64,0,0,3,0,800,63.73555861,14,1,1,4,21,1,0,2.918342064,30,0,1,2,1,1,4,4
28,Blueville,4,24,0,1,0,0,NA,172.07663,18,0,0,3,7,1,1,2.919193743,60,1,3,1,1,0,1,1
19,Greenville,3,9,1,0,0,1,500,19.82890682,18,0,1,3,0,1,1,2.928610959,15,0,4,2,1,0,1,4
33,Greenville,4,11,1,1,3,0,1200,14.67861642,18,1,0,3,2,1,1,2.930419517,40,0,3,2,1,0,2,3
20,Blueville,4,39,0,0,0,0,700,85.11476806,10,0,1,4,25,0,0,2.934226428,75,0,1,2,1,0,4,4
25,Greenville,4,28,0,1,3,1,NA,88.9798902,5,1,0,4,7,1,0,2.934503197,50,0,1,1,1,0,1,1
22,Blueville,4,83,1,1,0,0,2000,210.9813925,18,0,1,3,3,1,0,2.939350259,60,0,1,1,1,1,2,2
19,Blueville,4,7,1,0,0,0,1500,154.5184579,19,0,0,4,7,1,1,2.939394686,30,0,2,3,0,1,1,4
59,Greenville,4,33,1,1,3,0,1100,33.04510113,18,1,0,4,2,0,1,2.948184325,20,1,3,2,0,0,1,4
27,Greenville,4,26,0,0,3,1,450,15.92955594,3,1,0,3,2,1,1,2.949896672,40,1,2,1,0,0,2,3
36,Blueville,4,45,1,1,3,0,1000,171.3980794,10,1,1,3,6,0,1,2.958676938,30,0,2,2,1,1,3,3
28,Blueville,4,83,1,1,3,1,1500,169.181644,38,1,0,2,14,1,0,2.959136141,60,0,2,1,1,1,2,3
26,Blueville,4,3,1,1,1,1,700,46.07706112,6,1,0,3,2,1,1,2.963404618,40,0,3,1,1,0,2,3
36,Greenville,4,44,0,0,3,1,700,15.20270976,18,1,1,3,1,0,1,2.965394968,40,1,2,2,1,0,3,2
24,Blueville,4,20,1,0,0,0,NA,127.326748,34,0,0,2,25,1,0,2.970368508,80,0,1,2,1,1,3,1
23,Greenville,4,26,1,0,3,1,1500,15.89417235,8,1,0,2,3,1,1,2.973512553,70,0,3,2,1,1,3,3
30,Greenville,4,59,0,1,3,1,NA,16.01871289,11,1,0,4,1,0,0,2.973789852,100,1,2,2,1,0,2,1
18,Greenville,4,81,1,0,0,0,NA,95.35691512,19,0,1,3,2,1,0,2.975142786,80,0,4,2,1,1,1,1
24,Blueville,4,24,1,1,0,0,NA,112.9718704,40,0,0,4,15,1,0,2.978067906,60,0,2,1,1,0,2,1
28,Blueville,1,20,1,0,0,0,1500,106.9536657,7,1,0,4,21,1,0,2.979545027,8,0,4,2,1,0,2,3
21,Blueville,4,18,1,1,0,1,1800,35.52257521,48,0,0,3,12,1,0,2.981060551,23,0,3,2,1,1,3,2
20,Greenville,4,65,1,0,0,1,1000,43.66962184,16,0,0,3,3,1,1,2.98697852,10,0,4,2,0,0,2,3
35,Blueville,4,67,1,0,2,1,1000,258.2317731,20,1,0,4,3,1,0,2.988521706,15,1,1,2,1,0,4,4
41,Blueville,4,51,0,1,3,1,1000,107.0217368,12,1,1,3,5,1,1,2.993892391,6,0,1,1,1,0,2,2
27,Blueville,1,45,0,1,3,1,NA,43.64404903,17,1,1,1,14,0,0,2.994657693,2,0,4,1,1,0,2,1
21,Blueville,1,45,1,1,0,1,1000,32.63216424,16,0,0,3,1,1,0,2.997770974,80,0,2,1,0,0,2,4
26,Greenville,4,26,1,0,3,1,1000,15.951917,8,1,0,3,4,1,0,2.998438525,60,0,2,1,1,0,2,2
23,Greenville,4,85,1,1,3,1,10000,35.55078672,8,1,0,3,7,1,0,3.005990006,50,0,2,2,1,1,3,3
22,Blueville,4,37,1,0,3,1,NA,183.3205403,3,1,0,1,7,1,0,3.029563264,50,0,1,1,0,1,1,1
30,Greenville,4,32,1,0,3,0,1000,29.45341197,8,1,0,2,7,1,0,3.031238409,65,1,3,2,1,0,2,4
28,Greenville,4,85,0,1,3,1,1500,38.22036625,23,1,0,1,1,0,0,3.031607762,45,0,4,1,0,1,3,4
46,Greenville,4,76,0,0,3,1,NA,4.36926464,12,1,1,2,2,0,0,3.035712741,50,1,3,2,1,1,2,1
32,Greenville,4,32,1,0,3,1,1000,18.74276434,16,1,0,3,7,1,0,3.037490645,90,1,2,2,1,1,1,4
26,Blueville,4,10,1,0,1,1,1000,48.87794887,2,1,0,3,7,1,0,3.044961927,80,0,1,1,0,1,2,2
35,Blueville,4,23,1,1,3,1,NA,14.90749696,21,1,0,4,3,1,1,3.048260782,45,0,4,1,0,0,2,1
28,Blueville,4,24,1,1,3,0,1500,27.66766292,21,1,0,3,5,1,1,3.0490053,40,0,2,2,1,1,3,3
35,Blueville,4,19,1,1,0,0,800,219.50292,5,0,0,3,2,1,1,3.063088535,30,1,1,2,0,1,3,3
29,Blueville,4,45,1,1,3,1,1000,79.54172082,2,1,1,3,15,1,0,3.068143826,100,0,3,1,0,0,1,4
18,Greenville,4,59,0,1,0,0,NA,4.636033886,18,0,1,4,3,0,0,3.068525504,70,0,2,3,1,1,1,1
24,Blueville,4,10,1,0,0,1,1500,38.67632147,20,0,0,3,6,1,0,3.071493909,100,0,1,1,0,0,2,2
33,Greenville,4,32,1,0,3,0,700,18.7569272,13,1,0,4,7,0,1,3.073109382,100,1,2,2,1,0,2,3
28,Blueville,4,55,1,0,0,0,1200,199.0935517,17,1,0,4,21,0,0,3.075200045,100,0,3,1,1,1,3,3
45,Greenville,4,52,1,1,3,0,NA,7.554832737,48,1,0,3,2,0,0,3.077109755,30,0,4,2,1,1,3,1
25,Blueville,4,54,1,1,3,0,2500,42.12822676,8,1,0,2,7,1,1,3.079758196,40,0,1,3,1,0,2,3
34,Greenville,4,85,1,1,3,0,2000,4.833133957,7,1,0,1,0,1,0,3.086859179,30,1,1,2,0,1,4,4
41,Greenville,4,47,1,0,3,1,1500,18.99846344,35,1,0,3,4,1,0,3.089543648,50,0,3,2,0,1,3,4
27,Blueville,3,24,1,1,0,0,800,132.583581,21,1,0,4,7,0,0,3.095135497,50,0,4,1,1,1,3,3
19,Blueville,4,24,1,1,0,1,2000,172.2745244,29,0,0,1,15,0,1,3.095875839,60,0,4,1,0,1,1,3
32,Blueville,4,30,0,1,3,1,1000,95.36575445,14,1,0,4,21,1,1,3.106581635,40,0,3,1,1,1,3,4
24,Greenville,4,11,0,1,0,0,NA,14.68479076,15,0,1,3,0,1,0,3.110642048,50,1,2,2,1,0,2,1
19,Blueville,4,45,1,1,0,0,1000,171.6419336,26,0,0,3,3,1,0,3.111805421,60,0,2,2,1,1,3,2
36,Greenville,4,57,0,0,3,0,600,16.19509267,10,1,1,2,2,0,1,3.11557277,100,1,3,2,1,0,1,2
33,Greenville,3,26,1,0,3,0,1200,15.92005703,10,1,0,3,3,1,1,3.120880589,30,1,2,2,1,0,2,2
25,Blueville,4,43,1,0,3,0,NA,8.262180123,20,1,1,1,12,0,0,3.123122781,40,0,4,1,1,0,2,1
24,Blueville,4,29,1,1,3,1,1500,95.43501247,20,1,0,1,7,1,0,3.126554977,100,0,3,1,1,1,3,3
58,Greenville,4,21,1,1,3,0,2500,68.79576233,38,1,0,1,7,1,1,3.136676423,40,0,1,2,1,1,3,4
27,Greenville,4,32,1,0,1,0,800,16.30260345,2,1,0,1,0,1,0,3.137279021,50,0,2,1,1,1,2,4
23,Greenville,4,21,1,1,1,1,1000,68.7969378,2,1,0,4,9,1,0,3.137786661,60,0,2,2,1,0,2,2
22,Blueville,4,39,0,0,3,1,1000,182.4036366,15,1,0,4,14,1,0,3.139702464,75,0,1,1,1,0,3,2
28,Blueville,4,54,1,1,3,1,1500,131.7243553,28,1,0,3,5,1,1,3.147037641,40,0,2,1,1,1,3,2
24,Blueville,4,51,1,1,3,1,3000,107.0661508,19,1,1,4,21,1,0,3.150612044,5,0,2,1,1,0,2,3
43,Blueville,4,30,0,1,3,0,1000,183.1185337,12,1,0,3,3,1,1,3.155461649,20,1,2,1,1,1,2,3
28,Greenville,4,5,1,1,0,0,1000,16.01327555,20,1,0,4,0,0,0,3.160949254,70,1,2,1,1,0,1,4
26,Greenville,4,71,1,0,1,1,500,89.25742106,1,1,0,4,7,1,0,3.162685159,90,0,4,1,1,0,1,4
19,Blueville,4,50,1,0,3,1,NA,172.4695032,2,1,0,3,21,1,0,3.16346426,50,0,3,1,1,0,1,1
19,Blueville,4,35,1,0,0,0,900,184.9485546,19,0,0,1,2,1,0,3.164705235,60,0,4,1,1,1,2,4
26,Greenville,4,46,0,0,3,1,500,89.68736335,19,1,0,3,7,1,1,3.170319629,55,0,2,2,1,1,2,4
20,Greenville,4,65,1,0,0,1,800,16.86472849,12,0,0,2,3,0,0,3.170860294,100,0,3,2,0,1,1,3
22,Blueville,4,3,1,1,0,0,2000,44.88465043,22,0,0,1,7,1,1,3.1718868,50,0,4,2,0,1,1,3
37,Blueville,4,19,0,1,3,1,840,4.760704701,20,1,0,4,3,1,0,3.179007089,40,1,1,1,1,1,3,4
19,Greenville,4,74,1,1,0,1,NA,1.063371481,13,0,1,3,4,0,0,3.180450268,100,0,3,2,0,0,2,1
28,Greenville,4,21,1,1,1,0,900,121.8110492,10,1,0,4,7,0,0,3.180906269,25,1,1,2,1,0,2,3
21,Blueville,4,72,0,1,3,1,600,7.347166759,17,1,1,1,0,1,0,3.186622451,100,0,4,1,1,1,1,4
19,Blueville,4,16,0,1,0,0,1200,109.8952387,6,0,0,4,7,1,1,3.191246725,100,0,1,2,0,0,2,3
45,Blueville,4,55,0,0,0,0,800,99.37582427,22,1,0,4,21,0,1,3.193253613,100,0,2,2,1,0,2,4
25,Blueville,4,43,1,0,0,1,NA,134.438929,15,0,0,3,7,1,1,3.193312601,30,0,3,1,1,0,3,1
25,Blueville,4,72,1,1,1,1,1200,21.22871724,9,1,0,3,21,1,0,3.196046918,75,0,2,2,0,0,1,2
19,Blueville,4,16,1,1,0,0,600,35.70037491,26,0,0,2,21,1,1,3.203074202,100,0,3,2,0,1,1,2
24,Greenville,4,57,1,0,1,1,900,16.20685865,16,1,0,3,2,0,0,3.206494656,100,1,3,2,1,0,1,3
30,Greenville,4,26,0,0,3,1,800,5.397336052,10,1,1,4,0,1,0,3.214355835,50,0,2,2,1,0,2,2
18,Blueville,4,18,0,1,0,1,1500,98.04179645,38,0,0,3,3,1,0,3.215473961,40,0,4,1,1,0,3,3
30,Greenville,4,85,1,1,3,0,1500,20.69046168,25,1,0,1,0,1,0,3.218175604,100,0,4,1,0,0,3,4
21,Blueville,4,10,1,0,3,0,1000,129.4755923,4,1,0,4,21,0,0,3.223027813,45,0,3,2,1,0,2,4
41,Greenville,4,59,0,1,3,0,800,16.00332267,8,1,1,3,0,1,0,3.226085685,100,0,2,1,1,1,1,3
26,Blueville,2,10,1,0,3,1,900,14.6672349,12,1,0,4,21,0,0,3.230282949,80,0,2,1,1,1,2,4
19,Greenville,3,71,0,0,0,0,800,17.00306912,12,0,1,3,4,1,0,3.23504084,90,0,2,2,0,0,3,2
19,Blueville,4,50,1,0,0,0,500,172.4709646,13,0,0,3,21,1,1,3.23946442,20,0,3,2,1,1,4,4
21,Blueville,4,18,1,1,0,1,1500,35.54210065,48,0,0,3,0,1,0,3.241894273,100,0,2,2,0,0,2,2
26,Blueville,4,84,1,0,3,1,1200,131.6988129,4,1,0,4,21,0,0,3.242153848,40,0,2,1,1,0,2,3
53,Blueville,4,45,0,1,2,1,1000,40.64397587,15,0,1,3,12,1,1,3.244985547,100,1,3,2,1,0,1,3
23,Greenville,4,41,0,0,3,1,300,5.108865603,3,1,1,3,2,0,0,3.249646176,20,0,2,1,1,1,3,3
38,Greenville,4,26,1,0,2,1,500,15.86986678,18,1,0,3,1,1,1,3.250230799,40,1,2,2,1,1,3,3
18,Greenville,4,78,1,1,0,0,1500,13.27303027,4,0,0,2,2,1,0,3.261354151,80,0,2,1,1,0,3,3
43,Greenville,4,11,0,1,3,0,200,14.67620263,12,1,1,3,0,1,0,3.2666107,20,1,2,2,1,1,3,3
45,Blueville,4,23,1,1,0,0,NA,132.6799931,10,1,0,4,21,0,0,3.270008777,100,1,1,3,0,1,1,1
31,Blueville,3,42,0,0,3,1,1000,165.4531564,25,1,0,3,3,0,0,3.276437035,40,0,1,1,1,1,2,2
64,Greenville,4,44,0,0,3,0,NA,5.115062944,68,1,1,3,0,0,0,3.277187488,23,0,2,1,0,1,2,1
28,Greenville,4,11,1,1,0,0,800,22.29373451,18,0,1,3,4,0,1,3.281263018,80,1,2,2,1,0,3,4
19,Blueville,4,24,1,1,0,0,900,173.3759358,21,0,0,3,5,1,1,3.282656311,20,0,3,2,1,0,3,2
26,Blueville,4,42,1,0,3,1,2000,133.0105385,18,1,0,3,3,1,0,3.283391389,30,0,1,1,1,0,3,2
56,Greenville,4,71,0,0,3,1,500,14.41879152,19,1,0,3,4,1,0,3.299582658,90,0,2,2,1,1,2,2
20,Blueville,4,84,1,0,0,1,1500,126.840742,28,0,0,3,3,1,0,3.299782164,80,0,4,1,1,0,2,2
39,Greenville,3,32,1,0,3,0,1000,29.44290184,15,1,0,3,7,1,1,3.30173741,90,1,2,2,0,0,2,3
23,Greenville,4,9,1,0,3,1,600,15.62292217,28,1,1,3,0,1,1,3.304436179,70,0,4,2,1,0,3,4
21,Blueville,4,10,1,0,0,1,1500,37.40422999,10,0,0,3,5,0,0,3.306716604,100,0,1,1,0,1,2,2
19,Greenville,4,41,0,0,0,0,600,27.06758025,16,0,1,3,3,1,0,3.308035692,40,0,3,2,1,1,1,2
34,Blueville,4,51,1,1,0,0,1100,110.8722107,20,1,1,4,34,0,0,3.308851028,10,0,2,1,1,1,2,3
19,Blueville,4,55,1,0,0,0,800,91.26583049,17,0,0,1,4,1,0,3.310031196,100,0,4,2,1,0,2,2
23,Blueville,4,45,1,1,0,0,1100,14.2783695,9,0,0,3,10,0,0,3.314567945,50,0,1,2,1,0,2,4
30,Blueville,4,45,1,1,3,1,1000,79.51827795,28,1,0,3,15,1,0,3.315194169,50,0,2,1,1,0,3,4
43,Greenville,4,65,0,0,3,0,600,20.80651743,17,1,1,2,1,0,0,3.315957112,50,1,3,2,1,0,2,2
28,Blueville,4,49,0,1,0,0,NA,107.0343695,9,1,0,4,7,0,1,3.321015364,100,0,4,1,1,1,1,1
22,Blueville,4,10,1,0,3,1,1000,48.89401743,33,1,0,3,21,1,0,3.32167346,45,0,2,2,1,0,3,2
38,Blueville,4,10,0,0,3,1,1000,84.83891527,16,1,0,3,5,0,0,3.323936866,100,0,1,1,1,0,2,2
38,Blueville,4,7,1,0,3,1,800,111.138791,6,1,0,4,2,1,1,3.325657466,50,0,4,1,1,0,3,2
38,Blueville,4,83,1,1,0,0,1000,169.2430852,20,1,0,3,12,1,0,3.325748463,100,0,1,1,1,1,2,2
18,Greenville,4,85,1,1,0,1,1100,4.849884213,16,0,0,4,0,1,0,3.329489244,80,0,3,1,0,0,2,3
20,Blueville,4,16,1,1,0,0,1500,116.5132243,2,0,1,3,14,1,1,3.330247428,100,0,4,3,1,0,1,2
20,Blueville,4,10,1,0,0,1,900,180.679003,23,0,0,3,21,1,0,3.331953986,100,0,2,2,0,0,1,2
19,Greenville,4,11,1,1,3,1,1100,5.257093135,16,1,1,3,1,1,0,3.334324696,50,0,2,2,1,0,3,4
22,Greenville,4,44,1,0,0,1,NA,5.136921365,6,0,0,3,4,0,0,3.335052093,40,0,2,1,1,0,2,1
27,Greenville,4,75,1,1,3,0,800,29.00743645,20,1,0,3,2,1,0,3.353574632,60,0,2,2,1,1,3,3
20,Blueville,4,43,1,0,0,0,2500,169.6579318,27,0,0,3,4,1,0,3.362062266,40,1,4,1,1,0,1,4
19,Blueville,3,24,1,1,0,0,3000,173.3792018,21,0,0,1,14,0,0,3.362474484,10,0,4,1,1,1,2,4
36,Greenville,3,26,1,0,1,0,1300,26.93424521,18,1,0,3,2,1,0,3.364080247,60,0,3,2,1,0,2,3
24,Blueville,3,23,1,1,3,1,1000,100.6552325,21,1,0,3,4,0,0,3.366664945,7,0,2,1,1,1,2,2
26,Greenville,4,81,1,0,0,0,1200,16.2551079,8,1,0,3,3,0,0,3.371479921,50,1,3,2,0,0,2,3
27,Blueville,2,24,0,1,3,1,600,120.5496791,21,1,0,4,10,0,1,3.371680134,13,0,3,1,0,0,1,2
